Name,Total level rank,Total level,Total level xp,Attack rank,Attack level,Attack xp,Defence rank,Defence level,Defence xp,Strength rank,Strength level,Strength xp,Hitpoints rank,Hitpoints level,Hitpoints xp,Ranged rank,Ranged level,Ranged xp,Prayer rank,Prayer level,Prayer xp,Magic rank,Magic level,Magic xp,Cooking rank,Cooking level,Cooking xp,Woodcutting rank,Woodcutting level,Woodcutting xp,Fletching rank,Fletching level,Fletching xp,Fishing rank,Fishing level,Fishing xp,Firemaking rank,Firemaking level,Firemaking xp,Crafting rank,Crafting level,Crafting xp,Smithing rank,Smithing level,Smithing xp,Mining rank,Mining level,Mining xp,Herblore rank,Herblore level,Herblore xp,Agility rank,Agility level,Agility xp,Thieving rank,Thieving level,Thieving xp,Slayer rank,Slayer level,Slayer xp,Farming rank,Farming level,Farming xp,Runecraft rank,Runecraft level,Runecraft xp,Hunter rank,Hunter level,Hunter xp,Construction rank,Construction level,Construction xp,League points rank,League points,BH Hunter rank,BH Hunter points,BH Rogue rank,BH Rogue points,All clues rank,All clues KC,Beginner clues rank,Beginner clues KC,Easy clues rank,Easy clues KC,Medium clues rank,Medium clues KC,Hard clues rank,Hard clues KC,Elite clues rank,Elite clues KC,Master clues rank,Master clues KC,LMS rank,LMS points,SW Zeal rank,SW points,Abyssal Sire rank,Abyssal Sire KC,Alchemical Hydra rank,Alchemical Hydra KC,Barrows Chests rank,Barrows Chests KC,Bryophyta rank,Bryophyta KC,Callisto rank,Callisto KC,Cerberus rank,Cerberus KC,Chambers of Xeric rank,Chambers of Xeric KC,Chambers of Xeric: Challenge Mode rank,Chambers of Xeric: Challenge Mode KC,Chaos Elemental rank,Chaos Elemental KC,Chaos Fanatic rank,Chaos Fanatic KC,Commander Zilyana rank,Commander Zilyana KC,Corporeal Beast rank,Corporeal Beast KC,Crazy Archaelogist rank,Crazy Archaelogist KC,Dagannoth Prime rank,Dagannoth Prime KC,Dagannoth Rex rank,Dagannoth Rex KC,Dagannoth Supreme rank,Dagannoth Supreme KC,Deranged Archaelogist rank,Deranged Archaelogist KC,General Graardor rank,General Graardor KC,Giant Mole rank,Giant Mole KC,Grotesque Guardians rank,Grotesque Guardians KC,Hespori rank,Hespori KC,Kalphite Queen rank,Kalphite Queen KC,King Black Dragon rank,King Black Dragon KC,Kraken rank,Kraken KC,Kree'Arra rank,Kree'Arra KC,K'ril Tsutsaroth rank,K'ril Tsutsaroth KC,Mimic rank,Mimic KC,Nightmare rank,Nightmare KC,Obor rank,Obor KC,Sarachnis rank,Sarachnis KC,Scorpia rank,Scorpia KC,Skotizo rank,Skotizo KC,The Gauntlet rank,The Gauntlet KC,The Corrupted Gauntlet rank,The Corrupted Gauntlet KC,Theatre of Blood rank,Theatre of Blood KC,Thermonuclear Smoke Devil rank,Thermonuclear Smoke Devil KC,TzKal-Zuk rank,TzKal-Zuk KC,TzTok-Jad rank,TzTok-Jad KC,Venenatis rank,Venenatis KC,Vet'ion rank,Vet'ion KC,Vorkath rank,Vorkath KC,Wintertodt rank,Wintertodt KC,Zalcano rank,Zalcano KC,Zulrah rank,Zulrah KC
2s3l,2263,2277,788300329,26504,99,25009081,21872,99,25123469,20554,99,27528607,1798,99,125664244,418,99,200000000,4039,99,13212041,6973,99,27138263,6756,99,26404342,26952,99,13223717,297,99,26545503,25107,99,13124390,11130,99,13061292,1092,99,25011559,1568,99,15914700,6493,99,16292448,2560,99,13689404,1376,99,26515269,141,99,30448782,3178,99,47038749,2067,99,26002519,1102,99,13217455,4077,99,25042099,5313,99,13092396,2922,56090,-1,-1,-1,-1,23624,27,32969,7,23418,5,74784,1,18293,10,10034,4,-1,-1,-1,-1,-1,-1,1017,305,-1,-1,21291,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3287,100,-1,-1,325,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,125,88,886,127,1545,81,-1,-1,-1,-1,305,30,-1,-1,-1,-1,-1,-1,-1,-1,733,250,228,684
Ali%20the%20LiSs,1356,2277,883487971,22795,99,25780457,17596,99,26674775,12709,99,37371669,1138,99,145431620,607,99,200000000,3115,99,13446104,6535,99,27890930,10166,99,25177085,1436,99,37437367,3963,99,15664148,298,99,99467078,8919,99,13126430,2765,99,14689793,1265,99,18539603,1649,99,25669593,3203,99,13414221,1937,99,25021648,14746,99,13050162,4445,99,40762903,11074,99,13634033,4640,99,13040305,3449,99,25131508,6421,99,13066539,2923,56090,-1,-1,-1,-1,17086,36,28532,8,53834,2,29548,3,8158,18,7414,5,-1,-1,-1,-1,-1,-1,2190,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1164,111,1389,110,1229,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6975,750,-1,-1,-1,-1,-1,-1,-1,-1,634,24,-1,-1,-1,-1,-1,-1,401,58,3614,45,-1,-1,-1,-1,-1,-1,2138,15,-1,-1,-1,-1,94,911,-1,-1,303,267,1700,500
I%20am%20red%20dog,1208,2277,906820159,2571,99,77019297,2678,99,56616821,892,99,164944068,1961,99,121985517,12099,99,31345611,2207,99,14061607,3613,99,36807770,1454,99,44047931,7073,99,25183626,3759,99,16879769,11148,99,17566636,2611,99,25006053,728,99,25058914,851,99,25012251,3480,99,25000567,51,99,29317958,5846,99,13272669,9231,99,13458067,2398,99,52072780,231,99,36297341,1784,99,13092614,6593,99,17760424,608,99,25011868,2924,56090,-1,-1,-1,-1,30806,21,41580,6,13955,8,18302,5,50959,2,-1,-1,-1,-1,-1,-1,-1,-1,2168,250,-1,-1,3847,171,-1,-1,-1,-1,15535,166,-1,-1,-1,-1,-1,-1,-1,-1,7146,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22395,191,4627,251,-1,-1,-1,-1,-1,-1,-1,-1,364,1829,4754,207,27002,58,-1,-1,2858,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,100,569,691,469,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Big%20Swoosh,2633,2277,756866250,2826,99,74170837,1534,99,70053584,2042,99,108892922,3715,99,95999607,13004,99,29359451,7134,99,13041680,8569,99,25354363,8648,99,25472806,2254,99,33397018,1086,99,25298452,2967,99,26833968,2137,99,25014191,8618,99,13161342,6362,99,13058979,8522,99,14626442,8649,99,13034516,829,99,31602209,16183,99,13037003,9548,99,28324920,2108,99,25972881,4835,99,13039867,4181,99,25036944,5666,99,13082268,2925,56080,-1,-1,-1,-1,896,328,679,132,685,110,2036,44,6756,21,1141,21,-1,-1,-1,-1,-1,-1,3241,189,-1,-1,12137,107,4002,20,-1,-1,2038,491,-1,-1,-1,-1,-1,-1,-1,-1,16914,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35961,107,1742,750,2596,100,-1,-1,-1,-1,-1,-1,13889,318,1286,387,16408,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14752,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Thranduil77,3072,2277,718401275,17110,99,29629283,21951,99,25109165,22266,99,26303724,3728,99,95854992,947,99,199191726,2445,99,13834139,8542,99,25372837,12475,99,25036074,21570,99,14050880,7782,99,13222739,25297,99,13118910,12659,99,13045168,6874,99,13301972,3915,99,13281770,15369,99,13044283,3891,99,13278468,6776,99,13098527,6584,99,13900713,1145,99,65235525,889,99,28050802,4110,99,13041646,3008,99,25333788,6556,99,13064144,2926,56080,-1,-1,-1,-1,1672,236,480,155,2518,55,17046,5,12051,14,5066,7,-1,-1,-1,-1,-1,-1,5735,102,-1,-1,21728,70,-1,-1,-1,-1,18876,140,-1,-1,-1,-1,-1,-1,-1,-1,1666,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33674,121,2414,750,1106,250,-1,-1,-1,-1,-1,-1,-1,-1,3282,256,26016,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1942,100,-1,-1,-1,-1,295,5,448,30,-1,-1,-1,-1,-1,-1,-1,-1,3709,65,1279,500
Ye%20Olde%20Oak,2566,2277,762666848,627,99,140333007,2538,99,58030132,5254,99,64594142,3249,99,101396424,12741,99,29894032,7608,99,13037493,9641,99,25010042,13242,99,25017531,8173,99,25029429,1543,99,25130115,6342,99,25039662,7812,99,13213453,8114,99,13197198,7168,99,13043480,9563,99,14090449,8385,99,13035307,2189,99,25002332,14011,99,13070312,3783,99,43701723,1199,99,27186643,4680,99,13040236,1191,99,28535606,8780,99,13038100,2927,56070,-1,-1,-1,-1,22697,28,98448,2,66973,1,76086,1,6695,21,13612,3,-1,-1,-1,-1,-1,-1,2143,250,-1,-1,4123,167,-1,-1,-1,-1,7842,271,-1,-1,-1,-1,-1,-1,-1,-1,1747,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36262,105,962,750,2637,100,-1,-1,-1,-1,-1,-1,21139,221,4691,209,19975,97,-1,-1,688,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NEX%20IS%20WET,1864,2277,826907197,3224,99,69997586,1712,99,67159797,2182,99,105268818,3237,99,101511389,10588,99,35285165,548,99,25034550,8160,99,25658055,4808,99,29118104,5859,99,25808720,1091,99,25296008,5708,99,25083103,1653,99,25040679,855,99,25034260,576,99,25074910,669,99,30176817,4670,99,13183885,4713,99,13942718,684,99,25659933,1910,99,55735280,4132,99,25080563,1825,99,13086222,2316,99,26063131,1558,99,13607504,2928,56060,-1,-1,-1,-1,4376,122,4779,35,4266,31,2903,37,10139,16,13924,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2841,191,-1,-1,-1,-1,6786,292,-1,-1,-1,-1,-1,-1,-1,-1,1017,537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2770,500,2300,750,901,250,-1,-1,-1,-1,-1,-1,4778,789,8534,124,20608,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17492,94,-1,-1,1462,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Chief%20Grizzy,807,2277,975428571,1594,99,94872435,6589,99,39271625,1227,99,141541202,2446,99,112850976,8651,99,42884778,2538,99,13757395,3769,99,36110690,381,99,80231123,295,99,55273684,1391,99,25176241,1745,99,32832296,622,99,25459749,2637,99,14834194,203,99,26245967,288,99,37087371,1383,99,16850265,3675,99,15230972,857,99,25349955,2991,99,48194233,3858,99,25144299,1025,99,13253117,1511,99,27664128,172,99,25311876,2929,56060,-1,-1,-1,-1,30749,21,98079,2,58725,2,31567,3,16122,11,13094,3,-1,-1,-1,-1,-1,-1,3358,180,-1,-1,19867,77,3995,20,-1,-1,4326,366,-1,-1,-1,-1,-1,-1,-1,-1,1817,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12632,274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7330,750,1076,415,13848,142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,611,121,10484,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ScandalousHC,3504,2277,681585304,6868,99,48547123,3545,99,50863002,3194,99,84999346,5757,99,78861110,13301,99,28703400,1105,99,17796934,6717,99,27565847,1215,99,45756446,24578,99,13470234,1626,99,25111145,9553,99,20609414,1007,99,25151587,1658,99,18211513,1996,99,14601736,11709,99,13371709,503,99,25058066,4485,99,14143633,13739,99,13082456,4997,99,38561815,4148,99,25077328,872,99,13343152,3883,99,25061956,1482,99,13636352,2930,56060,-1,-1,-1,-1,3724,139,3351,45,8192,14,1321,55,11020,15,3240,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1683,30,-1,-1,30839,70,-1,-1,-1,-1,-1,-1,-1,-1,1315,506,-1,-1,-1,-1,464,185,341,265,473,188,-1,-1,14998,251,1331,750,-1,-1,-1,-1,-1,-1,-1,-1,2027,1162,4805,206,2784,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5200,235,-1,-1,-1,-1,-1,-1,-1,-1,1039,309,-1,-1,-1,-1,-1,-1
Any%20Spooners,2726,2277,748546628,1566,99,95523265,10909,99,32064137,1771,99,117436806,3707,99,96117690,12885,99,29591643,5357,99,13091969,6087,99,28830636,8378,99,25553910,5384,99,26265964,10731,99,13048274,4738,99,25223677,1727,99,25034395,8423,99,13173422,6233,99,13063900,2945,99,25006377,5803,99,13100734,2197,99,25001882,6075,99,14046150,2381,99,52198820,4404,99,25027989,3303,99,13045019,11174,99,13719509,2271,99,13380460,2931,56060,-1,-1,-1,-1,830,342,462,159,550,120,14527,6,2826,35,1004,22,-1,-1,-1,-1,-1,-1,2162,250,-1,-1,11872,108,2235,26,-1,-1,24564,110,-1,-1,-1,-1,-1,-1,-1,-1,495,644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31695,132,4282,265,2332,100,-1,-1,-1,-1,-1,-1,2866,1004,6609,161,12744,153,-1,-1,675,248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
chippydeuce,3622,2277,671928953,4637,99,59426030,2260,99,60859488,4577,99,69816367,5015,99,84293964,16264,99,25002269,6877,99,13045885,9508,99,25024734,14586,99,25000951,18536,99,15020967,2697,99,25007720,7986,99,25003214,11462,99,13056722,1312,99,25002480,7618,99,13038623,9302,99,14210309,3169,99,13422149,1286,99,27070070,2331,99,25001640,7693,99,31324377,1350,99,26911057,6243,99,13036856,1207,99,28508841,1203,99,13844240,2932,56060,-1,-1,-1,-1,486,437,1987,63,786,104,366,106,189,124,392,39,1071,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16695,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1233,108,4305,50,-1,-1,-1,-1,17910,231,4460,254,-1,-1,-1,-1,-1,-1,-1,-1,12903,349,-1,-1,3092,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4723,246,-1,-1,-1,-1,-1,-1,-1,-1,911,355,-1,-1,-1,-1,-1,-1
Wheat%20Juice,4388,2277,601102171,54147,99,13041247,21728,99,25150863,29277,99,22703885,5345,99,81905752,2515,99,114886278,7433,99,13038642,7347,99,26591961,12421,99,25037688,7424,99,25103834,5855,99,13586589,8133,99,25002455,16314,99,13035744,165,99,26132001,6471,99,13055514,17271,99,13034911,3961,99,13267197,1605,99,25441569,17941,99,13034799,7778,99,31165444,4136,99,25079830,4303,99,13041063,8434,99,15321783,2125,99,13443122,2933,56050,-1,-1,-1,-1,7653,74,40263,6,8854,12,1986,44,22216,8,8240,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,223,300,242,300,257,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18711,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1615,100,-1,-1,16085,102,-1,-1,-1,-1,-1,-1,-1,-1,1478,250,-1,-1,1668,118,762,505
HrMystik,4185,2277,620119211,50132,99,13164998,51456,99,13067884,43548,99,14581689,7490,99,68914166,1680,99,147273237,6798,99,13047094,7687,99,26130235,9693,99,25261253,9109,99,25005075,4623,99,14267770,4578,99,25258359,2757,99,25004787,5337,99,13510405,3750,99,13319504,2835,99,25009516,7019,99,13053516,3262,99,16267716,2068,99,25002887,11687,99,25856998,3715,99,25188303,1061,99,13234946,3510,99,25116753,1627,99,13582120,2934,56050,-1,-1,-1,-1,6350,89,3003,48,41738,3,5358,22,11817,14,18315,2,-1,-1,-1,-1,-1,-1,3260,187,-1,-1,-1,-1,1385,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,878,128,1034,127,928,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2389,1090,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3246,54,-1,-1,-1,-1,-1,-1,1281,30,-1,-1,-1,-1,150,771,-1,-1,643,250,714,509
ROZZ%20DYLIAMS,4456,2277,594678397,26269,99,25014168,50497,99,13112854,30314,99,21791758,5096,99,83679837,1281,99,172788909,8271,99,13034675,8586,99,25343455,14513,99,25001617,14747,99,17087929,9990,99,13067399,35912,99,13034906,13234,99,13042103,10818,99,13067456,7155,99,13043630,16700,99,13035774,6134,99,13081890,8820,99,13036950,17460,99,13035285,34731,99,13506656,1605,99,26464438,4675,99,13040240,9833,99,14314108,7347,99,13052360,2935,56050,-1,-1,-1,-1,214,624,669,132,171,200,177,143,309,106,352,42,341,1,-1,-1,-1,-1,6061,100,-1,-1,-1,-1,-1,-1,-1,-1,23458,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21582,199,1728,750,-1,-1,-1,-1,-1,-1,-1,-1,9839,500,808,500,17051,117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3646,44,-1,-1,-1,-1,-1,-1,2654,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1634,500
Father%20Tony,1483,2277,867721103,376,99,170525008,3797,99,49511090,1662,99,121270134,1578,99,131300487,10614,99,35211814,6482,99,13053824,8914,99,25180774,14012,99,25006320,16584,99,15935692,3323,99,25000256,17723,99,13876220,9027,99,13119546,8854,99,13148439,8018,99,13036359,10910,99,13583522,1594,99,15463781,2765,99,18562995,595,99,25882472,2484,99,51496941,2186,99,25912529,5612,99,13038316,2751,99,25547492,7030,99,13057092,2936,56050,-1,-1,-1,-1,10572,56,34950,7,4593,29,12329,8,26076,7,7953,5,-1,-1,-1,-1,-1,-1,3935,149,-1,-1,-1,-1,606,46,-1,-1,4065,375,-1,-1,-1,-1,-1,-1,-1,-1,9771,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27037,160,1570,750,1595,126,-1,-1,-1,-1,-1,-1,4540,802,394,519,3131,372,-1,-1,880,213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,558,125,3392,281,-1,-1,1300,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Nvsh,1756,2277,836437693,1522,99,96675702,570,99,101011817,1252,99,139852740,1538,99,132361722,17278,99,22880492,8015,99,13035530,4904,99,31828531,26064,99,14748930,34671,99,13034602,11196,99,13041437,35398,99,13035089,17334,99,13034451,12477,99,13037604,7493,99,13039771,16121,99,13037922,6787,99,13058874,5464,99,13440418,9493,99,13429088,368,99,88021158,3895,99,25136712,7157,99,13034683,14354,99,13129884,1763,99,13530536,2937,56020,-1,-1,-1,-1,3602,142,25252,9,794,103,9419,11,9348,16,11462,3,-1,-1,-1,-1,-1,-1,962,316,-1,-1,2442,200,-1,-1,-1,-1,619,693,-1,-1,-1,-1,-1,-1,-1,-1,7888,240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2255,501,5391,250,2206,101,-1,-1,-1,-1,-1,-1,1247,1358,-1,-1,4680,300,-1,-1,4863,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1532,81,-1,-1,190,8,724,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E-Girl%20Bussy,3335,2277,695998593,10344,99,39075843,7015,99,38256657,807,99,173706206,3270,99,101166346,15076,99,25723491,3889,99,13237760,8554,99,25365036,13079,99,25021366,24652,99,13461568,11225,99,13041136,5551,99,25095522,11836,99,13051871,8260,99,13186283,5659,99,13085690,10906,99,13584526,3893,99,13277834,6096,99,13200774,4489,99,14846164,2557,99,51011951,10724,99,13730286,4186,99,13041392,6682,99,17572387,2620,99,13258504,2938,56020,-1,-1,-1,-1,2287,195,3246,46,1848,74,4775,25,3597,31,1318,19,-1,-1,-1,-1,-1,-1,6455,100,-1,-1,4578,162,3321,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16331,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2961,500,9114,104,2054,105,-1,-1,-1,-1,-1,-1,1111,1403,11414,75,4209,317,-1,-1,3716,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1129,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Maxed%20Well,3431,2277,688375635,620,99,141099749,10684,99,32318228,12995,99,36801051,5034,99,84170711,10178,99,36616088,6222,99,13060612,12719,99,18567346,12162,99,25045359,13357,99,18254646,3652,99,18043637,7796,99,25004349,4044,99,16965738,3751,99,13976085,5075,99,13121721,15206,99,13046796,1554,99,15653914,4978,99,13744263,2671,99,25000671,3146,99,47217686,3734,99,25182582,6667,99,13035827,966,99,29264400,3218,99,13184176,2939,56020,-1,-1,-1,-1,3854,135,1979,63,3530,38,8951,12,13453,13,3816,9,-1,-1,-1,-1,-1,-1,2644,250,-1,-1,14065,100,508,50,-1,-1,4885,348,-1,-1,-1,-1,-1,-1,-1,-1,16069,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2518,500,3901,307,1018,250,-1,-1,-1,-1,-1,-1,16639,265,7231,148,9573,194,-1,-1,1551,147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2027,67,6724,200,-1,-1,1538,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Dispencer,6095,2274,890890514,6376,99,50478966,92,99,200000000,7515,99,52053866,2126,99,118201576,23085,99,16110207,1892,99,14519776,7824,99,25973430,12856,99,25026762,8636,99,25012285,3142,99,25001492,7830,99,25004077,7268,99,13300124,1783,99,17124928,3835,99,13299345,2040,99,25202429,367,99,25145150,4751,99,13912914,1553,99,25016251,2266,99,52982209,18,99,88252083,7460,96,9830184,7843,99,15948188,1889,99,13494272,2940,56000,-1,-1,-1,-1,1342,265,3441,44,1825,74,479,94,1860,45,4211,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,767,42,-1,-1,3725,387,-1,-1,-1,-1,-1,-1,-1,-1,24554,62,-1,-1,-1,-1,3620,50,1874,95,2150,82,-1,-1,36359,105,21,1105,-1,-1,-1,-1,-1,-1,-1,-1,19130,250,13025,52,18142,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4336,253,-1,-1,-1,-1,-1,-1,-1,-1,694,500,-1,-1,-1,-1,-1,-1
iron Midzor,2688,2277,751815047,54447,99,13039940,1721,99,66958821,55731,99,13126009,1335,99,138547311,803,99,200000000,6900,99,13045524,5867,99,29308052,12355,99,25039302,17324,99,15554057,5525,99,13691367,21740,99,13283677,7198,99,13313874,2345,99,15283386,2973,99,13607388,10277,99,13805423,5165,99,13144379,7236,99,13060461,393,99,26717865,8636,99,29666556,5626,99,18135850,1627,99,13117703,1725,99,27163933,2983,99,13204169,2941,56000,-1,-1,-1,-1,3090,160,3725,42,4282,31,1912,45,4034,29,2285,13,-1,-1,-1,-1,-1,-1,5176,113,-1,-1,-1,-1,-1,-1,-1,-1,18563,142,-1,-1,-1,-1,-1,-1,-1,-1,13826,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17699,234,10436,101,-1,-1,-1,-1,-1,-1,-1,-1,7608,750,791,500,9981,188,-1,-1,-1,-1,3915,10,-1,-1,-1,-1,-1,-1,-1,-1,4426,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3734,65,3364,285
Adomirion,3494,2277,682281933,3554,99,66782476,4806,99,44869983,3477,99,81516501,4713,99,86734035,9380,99,39653312,2397,99,13875077,7807,99,25995392,9271,99,25343682,9125,99,25004997,1613,99,25114535,34030,99,13035637,7671,99,13230923,9339,99,13123047,4566,99,13177013,12791,99,13196576,4938,99,13161476,3782,99,15007521,1879,99,25004257,2415,99,51938028,3590,99,25230309,3727,99,13043006,3255,99,25197842,7814,99,13046308,2942,56000,-1,-1,-1,-1,5082,108,2932,49,8154,14,11222,9,5231,25,2902,11,-1,-1,-1,-1,-1,-1,1204,281,-1,-1,28587,52,8936,12,-1,-1,3953,379,-1,-1,-1,-1,-1,-1,-1,-1,4142,334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3732,500,2395,750,90,304,-1,-1,-1,-1,-1,-1,1804,1211,10560,90,21936,83,-1,-1,1699,139,1218,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11201,132,-1,-1,2745,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ferocious97,605,2277,1025428179,23484,99,25516703,220,99,152323592,353,99,200000000,351,99,200000000,8315,99,44257906,2598,99,13714083,3133,99,39509169,14505,99,25001688,6640,99,25325990,1891,99,25059163,15774,99,14464326,11398,99,13057704,2435,99,15124157,495,99,25133952,3493,99,25000510,1704,99,14992455,6172,99,13183598,2370,99,25001529,2533,99,51153075,3108,99,25405853,537,99,14021261,3444,99,25132989,7589,99,13048476,2943,56000,-1,-1,-1,-1,6045,93,10191,19,5147,25,32355,2,5209,25,1064,22,-1,-1,-1,-1,-1,-1,702,400,-1,-1,7561,134,1837,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2826,100,-1,-1,-1,-1,-1,-1,3529,903,-1,-1,-1,-1,-1,-1,2974,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,138,250,166,200,1715,393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,500,2711,340
Fiksu,2124,2277,800201725,2770,99,74711775,4784,99,44925267,1571,99,124416406,3330,99,100500930,13288,99,28737065,2918,99,13533222,5524,99,30131585,12312,99,25040542,3023,99,30715977,1913,99,25055914,1071,99,46100720,2045,99,25017041,2308,99,15364114,6311,99,13060700,2904,99,25007400,8035,99,13036775,2875,99,17863373,695,99,25641981,2592,99,50721317,522,99,29983313,4120,99,13041624,9540,99,14478212,4488,99,13116472,2944,55990,-1,-1,-1,-1,2337,192,958,104,3527,38,4142,29,11123,15,6437,6,-1,-1,-1,-1,-1,-1,846,345,-1,-1,13470,101,2150,27,-1,-1,16433,156,-1,-1,-1,-1,-1,-1,-1,-1,13769,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16043,250,3224,500,3271,100,-1,-1,-1,-1,-1,-1,749,1546,11875,68,27195,57,-1,-1,425,307,869,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2784,52,16211,101,-1,-1,2916,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
